,num_suppressed_records,num_records,max_group_size,avg_group_size,k,l,t,perc_recs,c_avg,bagging_acc,random_forest_acc,boosting_acc,bagging_auc,random_forest_auc,boosting_auc,bagging_prec,random_forest_prec,boosting_prec,bagging_recl,random_forest_recl,boosting_recl,bagging_f1,random_forest_f1,boosting_f1
"k: 25, clustering: kmeans,  embedding: average_word_embeddings_glove.6B.300d",3136,29425,1416,189.83870967741936,26,2,0.6516079508407263,0.903688461656583,7.301488833746898,0.8368036361402862,0.8302315582580923,0.8394447515508875,0.6787313374320256,0.6817922463581294,0.6981501624359305,0.8442385639837869,0.7707707707707707,0.7964388835418672,0.3790951638065523,0.4004160166406656,0.43031721268850753,0.5232370357078773,0.5270362765229295,0.5587440918298446
"k: 25, clustering: kmeans,  embedding: msmarco-bert-base-dot-v5",3455,29106,1416,185.38853503184714,25,2,0.6422662793094687,0.8938914652498388,7.415541401273885,0.8280203918678214,0.820342730790492,0.835145261347583,0.6430793323409655,0.6289837890258675,0.6601354500500889,0.9343853820598007,0.9086069210292813,0.9259530791788856,0.2925117004680187,0.26625065002600107,0.328393135725429,0.4455445544554456,0.41182384878343054,0.48483685220729367
"k: 25, clustering: kmeans,  embedding: multi-qa-mpnet-base-dot-v1",2132,30429,1720,225.4,25,2,0.6494021156378516,0.9345228954884678,9.016,0.8355752103679135,0.8282046557336773,0.8390762238191757,0.6702046899728824,0.6722041040869621,0.6933293061517395,0.8711111111111111,0.7839740119112074,0.8092835519677094,0.35673426937077485,0.3764950598023921,0.4170566822672907,0.5061796716472976,0.5086948884595117,0.5504461221688401
"k: 25, clustering: kmeans,  embedding: text-embedding-3-large",2597,29964,1427,211.01408450704224,25,2,0.6505480995799611,0.9202420073093578,8.44056338028169,0.8342239420183035,0.8305386647011854,0.8382777470671334,0.664201711614906,0.6801973695353123,0.7044800827014986,0.8867161159811193,0.778289810547875,0.7689578713968958,0.3419136765470619,0.3952158086323453,0.45085803432137284,0.4935259898667667,0.5242283152267632,0.5684314046877561
"k: 25, clustering: kmeans,  embedding: text-embedding-3-small",3246,29315,1416,207.9078014184397,25,2,0.5270113371788365,0.9003101870335678,8.316312056737589,0.8317056691849395,0.824212271973466,0.838523432221608,0.674496022060424,0.6617782515884473,0.6935062010441817,0.8089385474860336,0.783084004602992,0.8037943085371942,0.3764950598023921,0.3538741549661987,0.41861674466978677,0.5138396025550035,0.4874641833810889,0.550521456659258
"k: 25, clustering: kmeans,  embedding: mistral-embed",2638,29923,1416,190.59235668789808,25,2,0.6513568935461483,0.9189828322225976,7.623694267515924,0.8374178490264725,0.8299244518149991,0.8400589644370738,0.6826354767097801,0.6817707931477693,0.6972951077271077,0.833983286908078,0.7683109118086696,0.8044117647058824,0.38923556942277693,0.40093603744149764,0.4266770670826833,0.5307569579861727,0.5269092772936956,0.5575942915392457
"k: 25, clustering: kmeans,  embedding: jinaai-jina-embeddings-v2-base-en",2557,30004,1416,170.47727272727272,25,2,0.6489669594441672,0.9214704708086361,6.819090909090909,0.8363736871199557,0.8293716602174314,0.8408574411891161,0.6806947766451068,0.6785354357479486,0.6967402725059545,0.8312780269058296,0.7735655737704918,0.8132800798801797,0.38559542381695266,0.3926157046281851,0.4235569422776911,0.5268206039076377,0.5208692652638841,0.557018293725423
"k: 25, clustering: kmeans,  embedding: fasttext",3622,28939,3400,245.24576271186442,25,2,0.6357251459967519,0.888762630140352,9.809830508474576,0.8278975492905841,0.8213868926970088,0.836496529697193,0.6422805452628237,0.631014285203495,0.6638037294712537,0.938655462184874,0.9114035087719298,0.9216524216524217,0.2904316172646906,0.2701508060322413,0.33645345813832556,0.44360603653693403,0.4167669474528681,0.492952380952381
"k: 25, clustering: kmeans,  embedding: average_word_embeddings_komninos",2648,29913,1416,174.9298245614035,26,2,0.6168256267300402,0.918675716347778,6.728070175438597,0.8349609974817271,0.8284503408881518,0.8371107425833794,0.6705209680039795,0.6731731054525656,0.6883609747284946,0.8619612742036228,0.7829124126813541,0.8090062111801242,0.358814352574103,0.37883515340613627,0.40639625585023403,0.5067009362952083,0.5106010162957771,0.5410176531671859
"k: 25, clustering: kmeans,  embedding: average_word_embeddings_levy_dependency",3016,29545,1445,196.96666666666667,25,2,0.6487496408710403,0.9073738521544179,7.878666666666667,0.8329955162459308,0.8285117621767705,0.8388305386647011,0.6760587817963865,0.6702500428123277,0.7041235955831479,0.8156862745098039,0.7937569676700111,0.7739910313901345,0.3785751430057202,0.3702548101924077,0.44877795111804475,0.5171372757947078,0.5049645390070923,0.5681369321922317
"k: 25, clustering: kmeans,  embedding: average_word_embeddings_glove.840B.300d",2731,29830,2023,233.046875,25,2,0.5327393340419373,0.9161266545867756,9.321875,0.8309686137215159,0.8250721700141269,0.8350224187703458,0.6561440865354758,0.6576717809363761,0.695344904266617,0.8896011396011396,0.8080246913580247,0.7695167286245354,0.3247529901196048,0.3403536141445658,0.43057722308892354,0.4758095238095238,0.4789608488840102,0.5521840613537845
"k: 25, clustering: agglomerative,  embedding: BERT",3759,28802,2021,279.63106796116506,25,2,0.646808684151456,0.8845551426553239,11.185242718446602,0.8350838400589644,0.8271604938271605,0.8398747005712179,0.6830830458791332,0.6828348598358892,0.7039091889369181,0.8092701118806607,0.7438563327032136,0.7824897400820794,0.3949557982319293,0.4092563702548102,0.44617784711388453,0.5308404682858641,0.528010734652801,0.5683060109289617
"k: 25, clustering: agglomerative,  embedding: word2vec",3627,28934,1950,226.046875,25,2,0.6473284829467545,0.8886090722029422,9.041875,0.8350224187703458,0.8257478041889319,0.8417787605183957,0.6826836523400622,0.6646691971418301,0.693212787618863,0.8101604278074866,0.7874643874643875,0.834915611814346,0.39391575663026523,0.359334373374935,0.41159646385855436,0.5300909727081876,0.49348330655240136,0.5513758272378962
"k: 25, clustering: agglomerative,  embedding: average_word_embeddings_glove.6B.300d",2898,29663,2447,264.8482142857143,26,2,0.47565242146033027,0.9109978194772888,10.186469780219781,0.8250721700141269,0.818500092131933,0.8321970394938886,0.6332472382128096,0.6243652641159929,0.6503931520348871,0.9637546468401487,0.9121184088806661,0.9499192245557351,0.26963078523140926,0.25637025481019243,0.30577223088923555,0.42137342543681433,0.4002435559163792,0.46262785208497237
"k: 25, clustering: agglomerative,  embedding: msmarco-bert-base-dot-v5",3289,29272,2462,256.7719298245614,25,2,0.6413796500505285,0.8989895887718437,10.270877192982455,0.8281432344450587,0.8234137952214238,0.835145261347583,0.6421719932729758,0.6394350780062565,0.6700130224750607,0.9440677966101695,0.8837944664031621,0.8667929292929293,0.28965158606344255,0.2906916276651066,0.35699427977119086,0.4432948666931954,0.4374877714732929,0.5057090239410681
"k: 25, clustering: agglomerative,  embedding: multi-qa-mpnet-base-dot-v1",2815,29746,1572,252.08474576271186,25,2,0.6415272660692926,0.9135468812382912,10.083389830508475,0.8309686137215159,0.8261163319206437,0.8387691173760825,0.6510257080970814,0.645514491267226,0.6792098632075562,0.924031007751938,0.8853454821564161,0.8640429338103757,0.30993239729589184,0.3031721268850754,0.37675507020280813,0.46417445482866043,0.45167538252953704,0.5247148288973383
"k: 25, clustering: agglomerative,  embedding: text-embedding-3-large",2926,29635,2186,271.8807339449541,25,2,0.5334507571052197,0.910137895027794,10.875229357798165,0.8282046557336773,0.8213254714083902,0.8326884098028376,0.6445469012970411,0.6304352994385155,0.6717271151642207,0.9260763606823721,0.9149689991142604,0.8303886925795053,0.296411856474259,0.26859074362974517,0.3666146645865835,0.44908410478629107,0.4152763819095477,0.5086580086580087
"k: 25, clustering: agglomerative,  embedding: text-embedding-3-small",2923,29638,2292,308.7291666666667,25,2,0.4759450308229102,0.9102300297902398,12.349166666666667,0.8255021190344574,0.8187457772864075,0.8322584607825072,0.6375695269065286,0.6219220131893334,0.6507027494610038,0.9335634167385677,0.9391560353287537,0.9485116653258246,0.28133125325013003,0.24882995319812792,0.30655226209048364,0.43236763236763237,0.3934224049331963,0.46335232855177844
"k: 25, clustering: agglomerative,  embedding: mistral-embed",3102,29459,1441,226.6076923076923,26,2,0.6456705298732097,0.9047326556309696,8.715680473372782,0.8277747067133469,0.8223082120262883,0.8335483078434985,0.6415715542976363,0.6335929359972952,0.6727390229505441,0.9422750424448217,0.9076133447390933,0.8353010625737899,0.28861154446177845,0.27587103484139364,0.36791471658866354,0.4418789808917198,0.4231306081754735,0.5108303249097473
"k: 25, clustering: agglomerative,  embedding: jinaai-jina-embeddings-v2-base-en",3629,28932,2461,198.16438356164383,26,2,0.6375349094428315,0.8885476490279782,7.621707060063224,0.8344082058841594,0.8234137952214238,0.8400589644370738,0.669799901766879,0.6409616119264796,0.6925359137405303,0.8589263420724095,0.8737490377213241,0.8210961737331954,0.3577743109724389,0.2951118044721789,0.4128965158606344,0.5051395007342144,0.44120505344995137,0.5494809688581315
"k: 25, clustering: agglomerative,  embedding: fasttext",3622,28939,3621,247.34188034188034,25,2,0.6357251459967519,0.888762630140352,9.893675213675214,0.8309686137215159,0.8281432344450587,0.8386462747988452,0.661801241651596,0.6720740988867541,0.7007703082550324,0.857516339869281,0.7838569880823402,0.7820453493752892,0.3411336453458138,0.37623504940197605,0.43941757670306814,0.488095238095238,0.5084328882642305,0.5626768769768603
"k: 25, clustering: agglomerative,  embedding: average_word_embeddings_komninos",3602,28959,1431,195.6689189189189,25,2,0.6141096032321558,0.8893768618899911,7.826756756756756,0.8337939929979731,0.8294945027946686,0.8400589644370738,0.6739774126550104,0.6731382910322445,0.6970257193882446,0.8325554259043174,0.7926695842450766,0.8053097345132744,0.3710348413936557,0.37675507020280813,0.42589703588143524,0.5133093525179856,0.5107507930912937,0.5571428571428572
"k: 25, clustering: agglomerative,  embedding: average_word_embeddings_levy_dependency",3192,29369,1462,217.54814814814816,25,2,0.6490007453496343,0.9019686127575934,8.701925925925925,0.8342853633069222,0.8283274983109146,0.8398132792825993,0.6708868330607771,0.6622273576105892,0.7073710282548817,0.8521472392638036,0.824182603331277,0.7724471830985915,0.3611544461778471,0.34737389495579823,0.45631825273010923,0.5073046018991965,0.48875068593378457,0.5737169009480223
"k: 25, clustering: agglomerative,  embedding: average_word_embeddings_glove.840B.300d",2352,30209,2036,249.6611570247934,25,2,0.4774974457606359,0.9277663462424373,9.986446280991736,0.8259320680547878,0.819175726306738,0.834653891038634,0.6380305827432132,0.623909602946241,0.6578382628670647,0.9377162629757786,0.9295238095238095,0.9344879518072289,0.28185127405096205,0.25377015080603227,0.32267290691627665,0.4334266293482607,0.39869281045751637,0.4797062234248164
"k: 30, clustering: kmeans,  embedding: BERT",3601,28960,2850,318.24175824175825,30,2,0.6477185853783889,0.889407573477473,10.608058608058608,0.83078434985566,0.8273447576930164,0.8304772434125668,0.6936480306015618,0.6613146238756668,0.6800673643351042,0.7429844097995546,0.8172900061312078,0.7781762295081968,0.43369734789391573,0.3465938637545502,0.3949557982319293,0.5476933180101791,0.4867628263647983,0.5239737840634702
"k: 30, clustering: kmeans,  embedding: word2vec",3528,29033,1416,191.0065789473684,30,2,0.6494976846715727,0.8916495193636559,6.366885964912281,0.8361280019654812,0.8298630305263804,0.8397518579939807,0.6786482219240519,0.678767312333024,0.703289994084685,0.8373424971363116,0.7770339855818743,0.7833256985799358,0.3801352054082163,0.3923556942277691,0.44461778471138846,0.5228898426323318,0.5214236351071182,0.5672582517830486
"k: 30, clustering: kmeans,  embedding: average_word_embeddings_glove.6B.300d",3329,29232,1416,197.51351351351352,30,2,0.6516106910553583,0.8977611252725654,6.583783783783784,0.8365579509858116,0.8306000859898041,0.839014802530557,0.6794684622125536,0.6812253358650631,0.7007421744396917,0.8383780696744717,0.7755825734549139,0.7850162866449512,0.38169526781071245,0.39807592303692146,0.43863754550182005,0.5245667321779525,0.5261168384879725,0.5628023352793995
"k: 30, clustering: kmeans,  embedding: msmarco-bert-base-dot-v5",3621,28940,1416,208.20143884892087,30,2,0.6420918982337154,0.8887933417278339,6.940047961630696,0.8283889195995332,0.8231681100669492,0.8379706406240403,0.6431409946385793,0.6381068921888359,0.6671034465021544,0.940536013400335,0.8889782783588094,0.9217877094972067,0.2919916796671867,0.2873114924596984,0.34321372854914195,0.44563492063492066,0.4342699941049322,0.5001894657067071
"k: 30, clustering: kmeans,  embedding: multi-qa-mpnet-base-dot-v1",2351,30210,1720,237.8740157480315,30,2,0.6497136324796194,0.9277970578299193,7.929133858267717,0.8292488176401941,0.8286346047540077,0.8394447515508875,0.6608549794344005,0.6604528885618633,0.6786644059248498,0.8412291933418694,0.8358778625954199,0.8746958637469586,0.3416536661466459,0.3416536661466459,0.37389495579823195,0.4859467455621302,0.48504983388704315,0.5238615664845174
"k: 30, clustering: kmeans,  embedding: text-embedding-3-large",2621,29940,2558,251.5966386554622,30,2,0.6557339485171895,0.9195049292097909,8.38655462184874,0.8334868865548799,0.8271604938271605,0.8384620109329893,0.6669518626342159,0.6624511421952656,0.6845761767744533,0.8621569878749202,0.8104693140794224,0.8366555924695459,0.3512740509620385,0.3502340093603744,0.39287571502860114,0.49916866802142995,0.48910675381263613,0.5346779900920028
"k: 30, clustering: kmeans,  embedding: text-embedding-3-small",3251,29310,1416,222.04545454545453,30,2,0.5275497075302233,0.900156629096158,7.401515151515151,0.8317670904735581,0.8228610036238561,0.8373564277378539,0.6707647944035976,0.644640555224139,0.6940891700806753,0.8246334310850439,0.844062947067239,0.7919103313840156,0.3655746229849194,0.30681227249089965,0.42251690067602704,0.5065753918212935,0.45003813882532423,0.5510342488979314
"k: 30, clustering: kmeans,  embedding: mistral-embed",2880,29681,1416,200.5472972972973,30,2,0.6525482592810529,0.911550628051964,6.68490990990991,0.8368650574289048,0.8302929795467109,0.839199066396413,0.6801184882135937,0.6803957176381146,0.6976301416350985,0.8388382687927107,0.7755725190839695,0.796046287367406,0.3829953198127925,0.3962558502340094,0.4292771710868435,0.5258836129953588,0.5245224574083635,0.5577702702702703
"k: 30, clustering: kmeans,  embedding: jinaai-jina-embeddings-v2-base-en",2317,30244,1416,196.3896103896104,30,2,0.5802370507109551,0.9288412518043058,6.546320346320346,0.8368036361402862,0.8306000859898041,0.8385848535102266,0.6792701141097514,0.6795192097189315,0.70243622531391,0.8418631397354802,0.78099173553719,0.7768181818181819,0.38065522620904835,0.39313572542901715,0.44435777431097245,0.5242614145031333,0.5230024213075061,0.5653324512074099
"k: 30, clustering: kmeans,  embedding: fasttext",3671,28890,3622,267.5,30,2,0.6474095808479639,0.8872577623537361,8.916666666666666,0.8291873963515755,0.8212026288311529,0.8373564277378539,0.6489616834371806,0.6309834540546881,0.6766687241675432,0.9099307159353349,0.9082969432314411,0.8599759615384616,0.3073322932917317,0.2704108164326573,0.3720748829953198,0.4594752186588921,0.41675015027048684,0.5194192377495462
"k: 30, clustering: kmeans,  embedding: average_word_embeddings_komninos",2946,29615,1416,185.09375,30,2,0.6169478845926033,0.9095236632781548,6.169791666666667,0.8343467845955408,0.8285117621767705,0.8342853633069222,0.670657653809168,0.6736622951045906,0.6998909775450125,0.8539741219963032,0.7818181818181819,0.7521968365553603,0.36037441497659906,0.3801352054082163,0.4451378055122205,0.5068568294020844,0.5115465360391882,0.5592943482522051
"k: 30, clustering: kmeans,  embedding: average_word_embeddings_levy_dependency",3235,29326,1445,206.5211267605634,30,2,0.6493384709813818,0.9006480144958693,6.884037558685446,0.8335483078434985,0.8286960260426264,0.8404889134574043,0.6688777900935097,0.6706400584129517,0.7052092409389982,0.8532338308457711,0.7941012799109627,0.7834770767135724,0.35673426937077485,0.3710348413936557,0.44877795111804475,0.5031169783645031,0.505759347864611,0.5706728384857
"k: 30, clustering: kmeans,  embedding: average_word_embeddings_glove.840B.300d",2942,29619,2023,246.825,30,2,0.532534634684152,0.9096465096280827,8.2275,0.8315828266077022,0.8253792764572201,0.8300472943922363,0.6582523035541447,0.6565258846783305,0.7065451423847062,0.8854748603351955,0.816403785488959,0.7111545988258317,0.3296931877275091,0.33645345813832556,0.47243889755590224,0.4804850322091701,0.4765236604676855,0.5677237931573191
"k: 30, clustering: agglomerative,  embedding: BERT",3601,28960,2850,318.24175824175825,30,2,0.6477185853783889,0.889407573477473,10.608058608058608,0.8303544008353295,0.8218168417173393,0.8306615072784227,0.6887869652301171,0.6954101734636334,0.6877308650850256,0.752093023255814,0.6844982428738774,0.757203589985829,0.4204368174726989,0.45579823192927715,0.4167966718668747,0.5393595730486991,0.5472139847042297,0.537648834479289
"k: 30, clustering: agglomerative,  embedding: word2vec",3842,28719,1950,239.325,30,2,0.6465946699251852,0.8820060808943214,7.9775,0.8360665806768626,0.8255021190344574,0.8364351084085744,0.6853427213083698,0.6588512056766951,0.6896248009148351,0.8102266736953084,0.8077158603796694,0.7985865724381626,0.3996359854394176,0.34295371814872594,0.41133645345813835,0.5352603169075396,0.4814747216645373,0.5429895314913334
"k: 30, clustering: agglomerative,  embedding: average_word_embeddings_glove.6B.300d",3211,29350,1485,227.51937984496124,30,2,0.5780596688944218,0.9013850925954363,7.583979328165374,0.8274676002702537,0.823045267489712,0.8340396781524476,0.6531337996583796,0.6426958718879515,0.6699178316951737,0.8588235294117647,0.8576723498888065,0.8539603960396039,0.32267290691627665,0.30083203328133123,0.358814352574103,0.4690984690984691,0.44542829643888354,0.5053094104723544
"k: 30, clustering: agglomerative,  embedding: msmarco-bert-base-dot-v5",3556,29005,2462,278.8942307692308,31,2,0.6420947871858501,0.8907895949141611,8.996588089330025,0.8285731834653891,0.8217554204287206,0.835329525213439,0.6433514180132948,0.6307167630492915,0.6607948539895758,0.942162615255658,0.9206773618538324,0.9242534595775673,0.2922516900676027,0.26859074362974517,0.3299531981279251,0.44612026195673743,0.4158615136876006,0.4863000574822763
"k: 30, clustering: agglomerative,  embedding: multi-qa-mpnet-base-dot-v1",2829,29732,2716,285.88461538461536,31,2,0.6412771417126709,0.9131169190135439,9.222084367245657,0.8316442478963209,0.821018364965297,0.8339168355752103,0.6514680080568723,0.6307730306799727,0.6718129280056606,0.9319781078967944,0.9066317626527051,0.8435619735258725,0.30993239729589184,0.2701508060322413,0.36453458138325534,0.46517073170731704,0.4162660256410256,0.5090777051561366
"k: 30, clustering: agglomerative,  embedding: text-embedding-3-large",2927,29634,2057,296.34,30,2,0.4777989208456159,0.910107183440312,9.878,0.8261163319206437,0.8204041520791107,0.8327498310914563,0.63743284110134,0.6284852214353953,0.6666489458130798,0.9463500439753738,0.9138240574506283,0.8547062539481997,0.2797711908476339,0.26469058762350495,0.35179407176287053,0.4318683523981537,0.41048387096774197,0.49843433413151594
"k: 30, clustering: agglomerative,  embedding: text-embedding-3-small",3047,29514,1602,307.4375,30,2,0.5237608954993374,0.9064217929424772,10.247916666666667,0.8284503408881518,0.8236594803758983,0.8347153123272526,0.6455159026626445,0.6372612154184599,0.6715274811233704,0.9228915662650602,0.9032258064516129,0.8540772532188842,0.29875195007800315,0.2839313572542902,0.3621944877795112,0.451384796700059,0.4320474777448072,0.5086726310023736
"k: 30, clustering: agglomerative,  embedding: mistral-embed",3298,29263,1441,237.91056910569105,30,2,0.6463267369143828,0.898713184484506,7.930352303523035,0.8277747067133469,0.8211412075425343,0.8278975492905841,0.6422001270883163,0.6306738566285716,0.6921173879524541,0.9370805369127517,0.9096491228070176,0.7269565217391304,0.2904316172646906,0.26963078523140926,0.43473738949557983,0.4434299325129019,0.4159647011632571,0.5440937194923527
"k: 30, clustering: agglomerative,  embedding: jinaai-jina-embeddings-v2-base-en",3755,28806,2581,306.4468085106383,31,2,0.6612302992432133,0.8846779890052516,9.88538091969801,0.8304772434125668,0.8202198882132548,0.8335483078434985,0.64836933646224,0.6300707203197657,0.6576532759742234,0.9357945425361156,0.8978354978354979,0.9182621502209131,0.3031721268850754,0.26963078523140926,0.32423296931877277,0.45797329143754917,0.41471705658868224,0.4792467332820907
"k: 30, clustering: agglomerative,  embedding: fasttext",3637,28924,2782,289.24,30,2,0.6287747740369869,0.8883019563281226,9.641333333333334,0.8257478041889319,0.8219396842945765,0.8352066826362017,0.6336895381726005,0.6316455553276413,0.6614328047187026,0.9737089201877934,0.9164467897977133,0.9180445722501798,0.26963078523140926,0.2709308372334893,0.33203328133125326,0.42231724699653833,0.41822195464579565,0.48768378842848964
"k: 30, clustering: agglomerative,  embedding: average_word_embeddings_komninos",3837,28724,1431,206.6474820143885,30,2,0.6144538166192532,0.8821596388317312,6.888249400479617,0.8354523677906762,0.8292488176401941,0.834653891038634,0.6720997862833693,0.6738754158127724,0.7055199988457922,0.8599629858112277,0.7877969762419006,0.7414225941422594,0.3624544981799272,0.3793551742069683,0.46073842953718147,0.5099689043351016,0.5121095121095122,0.568313021167415
"k: 30, clustering: agglomerative,  embedding: average_word_embeddings_levy_dependency",3324,29237,1462,224.9,30,2,0.6489037862981838,0.8979146832099751,7.496666666666667,0.8336097291321172,0.8286346047540077,0.8404889134574043,0.6725996398118893,0.6647631019836693,0.7118541532976156,0.8365896980461812,0.8165467625899281,0.7656316461080391,0.3673946957878315,0.3541341653666147,0.46801872074882994,0.510569105691057,0.4940152339499457,0.5809262546393417
"k: 30, clustering: agglomerative,  embedding: average_word_embeddings_glove.840B.300d",4159,28402,1416,208.83823529411765,30,2,0.6481082236265707,0.8722705076625411,6.961274509803921,0.8363736871199557,0.8292488176401941,0.8387076960874639,0.6767437476751182,0.6807897165102527,0.6959615272427543,0.8484669811320755,0.765702891326022,0.797270955165692,0.37415496619864796,0.3993759750390016,0.4253770150806032,0.5193071093468062,0.5249487354750513,0.5547643268904714
"k: 50, clustering: kmeans,  embedding: BERT",4680,27881,1657,320.4712643678161,56,2,0.6476138622367654,0.8562697705844415,5.722701149425287,0.8322584607825072,0.8267919660954487,0.8350224187703458,0.6722538165700331,0.6605037615256117,0.6865448851970967,0.8235635519442832,0.8147239263803681,0.7965235173824131,0.36895475819032764,0.3452938117524701,0.4050962038481539,0.5096067516609805,0.4850255661066471,0.5370561875215444
"k: 50, clustering: kmeans,  embedding: word2vec",4325,28236,1416,261.44444444444446,50,2,0.5796347201249046,0.8671723841405362,5.228888888888889,0.8353909465020576,0.8309686137215159,0.8393833302622689,0.6766391789567844,0.6812869981626769,0.695056885508231,0.8381670533642691,0.7785132382892057,0.8060666335156639,0.37571502860114403,0.39755590223608944,0.421476859074363,0.5188509874326751,0.5263339070567986,0.5535256957486768
"k: 50, clustering: kmeans,  embedding: average_word_embeddings_glove.6B.300d",4223,28338,1416,264.8411214953271,51,2,0.6526444891976753,0.8703049660636958,5.1929631665750415,0.8344696271727781,0.8261163319206437,0.841041705054972,0.6718156253391269,0.6715553640239699,0.6960527347511271,0.8498480243161094,0.7675276752767528,0.8173562058526741,0.36349453978159124,0.3785751430057202,0.42121684867394693,0.5091968676015297,0.5070520633815079,0.555936856554564
"k: 50, clustering: kmeans,  embedding: msmarco-bert-base-dot-v5",3964,28597,2129,314.25274725274727,50,2,0.6408374679080828,0.8782592672215227,6.285054945054945,0.8286346047540077,0.819175726306738,0.8352681039248203,0.6433916271005484,0.6256157290923724,0.6571628003841505,0.9429530201342282,0.9145220588235294,0.9497681607418856,0.2922516900676027,0.25871034841393653,0.31955278211128446,0.44620881302104015,0.40332387515200646,0.47821011673151753
"k: 50, clustering: kmeans,  embedding: multi-qa-mpnet-base-dot-v1",3264,29297,1720,308.38947368421054,51,2,0.6496127073888827,0.8997573784588926,6.046852425180599,0.8338554142865917,0.8217554204287206,0.8399361218598366,0.6743768061940812,0.6359249376006403,0.6961371361971487,0.831493317838466,0.8812600969305331,0.8072348860257681,0.3720748829953198,0.28367134685387413,0.4235569422776911,0.5141009520388001,0.42918961447678994,0.555593451568895
"k: 50, clustering: kmeans,  embedding: text-embedding-3-large",3484,29077,2621,309.32978723404256,52,2,0.6524746643035213,0.8930008292128621,5.948649754500818,0.8333640439776426,0.8250107487255083,0.8371107425833794,0.6662428716690284,0.6449703199225676,0.6875528097119059,0.8643086816720257,0.8722927557879014,0.8119122257053292,0.3494539781591264,0.3036921476859074,0.4040561622464899,0.49768561377522685,0.45053037608486013,0.5395833333333333
"k: 50, clustering: kmeans,  embedding: text-embedding-3-small",3564,28997,2249,345.20238095238096,51,2,0.5284385464055069,0.8905439022143055,6.768674136321195,0.8272833364043978,0.8200356243473989,0.8347153123272526,0.6406213088089266,0.6308480541875475,0.6760172867710849,0.9411262798634812,0.8887945670628183,0.8336221837088388,0.28679147165886637,0.27223088923556943,0.375195007800312,0.43961737744121165,0.41679936305732485,0.5174825174825175
"k: 50, clustering: kmeans,  embedding: mistral-embed",4388,28173,1416,258.4678899082569,50,2,0.6538127384044925,0.8652375541291729,5.169357798165137,0.8373564277378539,0.8292488176401941,0.8373564277378539,0.6837626170909321,0.6795325709288927,0.7039667425056471,0.8287596048298573,0.7694641051567239,0.7636443661971831,0.3926157046281851,0.3957358294331773,0.45111804472178885,0.5328158080451659,0.5226648351648351,0.5671788166067342
"k: 50, clustering: kmeans,  embedding: jinaai-jina-embeddings-v2-base-en",3079,29482,1866,283.4807692307692,50,2,0.5759360254270179,0.9054390221430546,5.669615384615384,0.8353909465020576,0.8278361280019655,0.8405503347460229,0.6856187902522133,0.6707955000950339,0.6936657514551487,0.803014553014553,0.7854406130268199,0.8215020576131687,0.4017160686427457,0.37311492459698387,0.41523660946437857,0.5355285961871751,0.5059051648157942,0.5516407599309153
"k: 50, clustering: kmeans,  embedding: fasttext",4912,27649,2206,297.3010752688172,51,2,0.6454754240659699,0.8491446822886275,5.829432848408181,0.8335483078434985,0.8204655733677293,0.8356980529451508,0.662771654412618,0.6295131877651464,0.6628320307721839,0.8858695652173914,0.9066079295154185,0.916133617626155,0.3390535621424857,0.2675507020280811,0.33515340613624545,0.49040992854456567,0.4131700461754668,0.4907671806586712
"k: 50, clustering: kmeans,  embedding: average_word_embeddings_komninos",2918,29643,2104,333.0674157303371,50,2,0.530892723815005,0.9103835877276496,6.661348314606742,0.8329955162459308,0.8253178551686015,0.8250107487255083,0.6620505881755174,0.6485836176510992,0.690407153077438,0.8825526137135098,0.8553191489361702,0.7120374308804764,0.3380135205408216,0.31357254290171604,0.43525741029641185,0.4888136867832299,0.4589041095890411,0.5402614168145877
"k: 50, clustering: kmeans,  embedding: average_word_embeddings_levy_dependency",4454,28107,1477,267.6857142857143,52,2,0.5833077499496585,0.8632105893553638,5.147802197802198,0.8323813033597445,0.8261163319206437,0.8349609974817271,0.6785301665383866,0.6661675972467125,0.6965618407607234,0.8004303388918773,0.7855936972425436,0.7657038055937643,0.3868954758190328,0.3629745189807592,0.4342173686947478,0.5216476774758984,0.49653210030232964,0.5541728886676622
"k: 50, clustering: kmeans,  embedding: average_word_embeddings_glove.840B.300d",4311,28250,2023,332.3529411764706,51,2,0.5343900450028694,0.8676023463652837,6.516724336793541,0.8331183588231681,0.8240280081076101,0.8344082058841594,0.6709310254195451,0.6581555759214687,0.6691713289761989,0.8386322735452909,0.7949488875526157,0.8620906801007556,0.36349453978159124,0.34373374934997397,0.35595423816952676,0.5071648830038091,0.4799419132328916,0.5038645564961354
"k: 50, clustering: agglomerative,  embedding: BERT",4680,27881,1657,320.4712643678161,56,2,0.6476138622367654,0.8562697705844415,5.722701149425287,0.832626988514219,0.827406178981635,0.8401203857256925,0.6680950615587953,0.6617140174147376,0.6948210256516413,0.846201358863496,0.8162393162393162,0.8134140191628845,0.35621424856994277,0.34763390535621425,0.41939677587103485,0.5013723696248855,0.487600291757841,0.553439698061417
"k: 50, clustering: agglomerative,  embedding: word2vec",4324,28237,2882,386.8082191780822,50,2,0.4907191107442702,0.8672030957280182,7.736164383561644,0.827590442847491,0.8236594803758983,0.8344696271727781,0.657524431254693,0.6379795843220941,0.6724441981298069,0.8375568551007148,0.8979591836734694,0.8468957203134418,0.33515340613624545,0.2860114404576183,0.3653146125845034,0.4787372330547818,0.43383947939262474,0.5104450499545867
